Id,Owner,Rating,Account_Name,Phone,Account_Site,Fax,Parent_Account,Website,Account_Number,Ticker_Symbol,Account_Type,Ownership,Industry,Employees,Annual_Revenue,SIC_Code,Created_By,Modified_By,Created_Time,Modified_Time,Billing_Street,Shipping_Street,Billing_City,Shipping_City,Billing_State,Shipping_State,Billing_Code,Shipping_Code,Billing_Country,Shipping_Country,Description,Currency,Exchange_Rate,Last_Activity_Time,Tier,Category,No_of_PL_s,Holiday_Gift_Large,Holiday_Gift_Small,Gift_Recipient,BSs_Track_WTs,CCs,Track,Comment,PL_Category,Layout,Single_Line_6,ADD,Single_Line_7,Score,Positive_Score,Negative_Score,Tier_CCs,Tier_SWT,Tier_test,Tier_Track,Tier_HWTs,Tier_BSs,Tier_Install,Tier_Fabric,Positive_Touch_Point_Score,Touch_Point_Score,Negative_Touch_Point_Score,Tag,Customer_Tier_Report,Surcharge,Checkbox_4,Account_Manager,Client_Class,Client_Type,Primary_Estimator,Level,Percentage,Deposit_Required,UTM_Content,UTM_Source,Lead_Source,UTM_Medium,Publisher,UTM_Name,Campaign,UTM_Term,Channel,Account_Status,User_Modified_Time,System_Related_Activity_Time,User_Related_Activity_Time,System_Modified_Time,Customer_Notes,Project_Manager,Fabric_Purchasing,Freight,Cheat_Sheet
1097025000000069043,1097025000000068030,,"American Drapery",,,,,,0,,Client,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,5,10,5,,"Customer: Discount not disclosed",,,0,,0,0,0,"6 (25% disc, 50% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","1 (BEST, 50% disc, 0% prem)",0,0,0,"Account Type Update",true,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,2019-01-05T00:25:14-06:00,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069047,1097025000000068030,,"American Med Matrix",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069049,1097025000000068030,,"American Tex Chem",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069051,1097025000000068030,,"Americana Design",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069053,1097025000000068030,,Anchortex,,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069055,1097025000000068030,,"Andres Construction Services",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069057,1097025000000068030,,"Ankrom Moisan",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069063,1097025000000068030,,Anshen+Allen,,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069065,1097025000000068030,,"APN Healthcare",,,,,,0,,Client,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,"320 W Hefner Rd",,"Oklahoma City",,OK,,73114,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,"Bobby Noon and Team",10,20,10,,"Customer: Discounts disclosed",,,0,,0,0,0,"4 (45% disc, 10% prem)","4 (45% disc, 10% prem)",,"4 (45% disc, 10% prem)","4 (45% disc, 10% prem)","4 (45% disc, 10% prem)","4 (45% disc, 10% prem)","4 (45% disc, 10% prem)",0,0,0,"Account Type Update",true,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,2019-01-23T21:34:19-06:00,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069067,1097025000000068030,,"Architectural Design Group",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069069,1097025000000068030,,"Architectural Specialties",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,"PO Box 250",,Beulah,,WY,,82712,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,Prospect,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069071,1097025000000068030,,"Arellano Construction",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069073,1097025000000068030,,"Arkos Design",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,10,20,10,,Prospect,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,2019-02-14T19:26:06-06:00,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069075,1097025000000068030,,"Array Healthcare Facilities Solutions",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069077,1097025000000068030,,"Shuster Interiors",,,,,,0,,Client,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,"2611 Hamline Ave N, Ste 150",,"Saint Paul",,MN,,55113,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,"Tim McLean and Team",10,20,10,,"Customer: Discount not disclosed",,,0,,0,0,0,"8 (COMPETITOR, -25% disc, 150% prem)","8 (COMPETITOR, -25% disc, 150% prem)",,"8 (COMPETITOR, -25% disc, 150% prem)","8 (COMPETITOR, -25% disc, 150% prem)","8 (COMPETITOR, -25% disc, 150% prem)","8 (COMPETITOR, -25% disc, 150% prem)","1 (BEST, 50% disc, 0% prem)",0,0,0,"Account Type Update",true,0.000000000000,false,Stephanie,,,Michelle,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,2019-02-14T19:26:06-06:00,2018-10-29T12:38:10-05:00,,Brandi,,,false
1097025000000069079,1097025000000068030,,"Audrey's Classic Designs",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069081,1097025000000068030,,"Auer Design Associates",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,Prospect,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069083,1097025000000068030,,"Austin Specialties",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000069085,1097025000000068030,,"Avenue Interiors",,,,,,0,,Client,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-23T22:22:56-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,0,0,0,,"Customer: Discount not disclosed",,,0,,0,0,0,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)",,"7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","7 (LIST, 0% disc, 100% prem)","1 (BEST, 50% disc, 0% prem)",0,0,0,"Account Type Update",true,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,,2018-10-29T12:38:07-05:00,,Brandi,,,false
1097025000000072983,1097025000000068030,,"Advantage Medical",,,,,,0,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-25T02:33:26-06:00,2019-05-06T10:12:45-05:00,,,,,,,,,US,US,,,,2019-05-06T10:12:45-05:00,,,,false,false,,,,,,,,,0,,0,0,0,5,5,,5,5,5,5,5,0,0,0,"Account Type Update",false,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,2018-11-16T23:47:35-06:00,2018-11-16T15:43:27-06:00,,Brandi,,,false
1097025000000072985,1097025000000068030,,"American Hotel Register",,,,,,,,Lead,,,0,0.000000000000,0,1097025000000068030,1097025000009834001,2014-02-25T02:33:26-06:00,2019-05-06T10:12:45-05:00,"100 South Milwaukee Ave",,"Vernon Hills",,IL,,60061,,,,,,,2019-05-06T10:12:45-05:00,,,,false,false,,10,20,10,,Prospect,,,0,,0,0,0,"1 (BEST, 50% disc, 0% prem)","3 (47.5% disc, 5% prem)",,"1 (BEST, 50% disc, 0% prem)","1 (BEST, 50% disc, 0% prem)","1 (BEST, 50% disc, 0% prem)","4 (45% disc, 10% prem)","1 (BEST, 50% disc, 0% prem)",0,0,0,"Account Type Update",true,0.000000000000,false,Stephanie,,,Vicki,,,,,,,,,,,,,,2019-05-06T10:12:45-05:00,,2019-05-02T00:29:14-05:00,2018-10-29T12:38:07-05:00,,Brandi,,,false
